created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2019-11-10 22:47:23 -02,14011,30.28000,64.62402,101168.65625,,,,
2019-11-10 22:47:44 -02,14012,30.29000,64.60254,101167.85156,,,,
2019-11-10 22:48:05 -02,14013,30.29000,64.56738,101169.46094,,,,
2019-11-10 22:48:26 -02,14014,30.29000,64.59180,101165.64062,,,,
2019-11-10 22:48:46 -02,14015,30.29000,64.56738,101164.62500,,,,
2019-11-10 22:49:07 -02,14016,30.29000,64.55762,101168.01562,,,,
2019-11-10 22:49:28 -02,14017,30.28000,64.56641,101167.20313,,,,
2019-11-10 22:49:48 -02,14018,30.27000,64.57812,101167.37500,,,,
2019-11-10 22:50:09 -02,14019,30.27000,64.56543,101165.25781,,,,
2019-11-10 22:50:30 -02,14020,30.27000,64.58789,101164.66406,,,,
2019-11-10 22:50:50 -02,14021,30.28000,64.58984,101167.63281,,,,
2019-11-10 22:51:11 -02,14022,30.26000,64.57520,101166.19531,,,,
2019-11-10 22:51:32 -02,14023,30.26000,64.57520,101166.45312,,,,
2019-11-10 22:51:53 -02,14024,30.27000,64.58789,101164.57812,,,,
2019-11-10 22:52:13 -02,14025,30.26000,64.59863,101164.32813,,,,
2019-11-10 22:52:34 -02,14026,30.27000,64.57715,101163.72656,,,,
2019-11-10 22:52:55 -02,14027,30.29000,64.52148,101166.40625,,,,
2019-11-10 22:53:15 -02,14028,30.28000,64.55469,101165.00000,,,,
2019-11-10 22:53:36 -02,14029,30.26000,64.58691,101163.39062,,,,
2019-11-10 22:53:57 -02,14030,30.28000,64.53223,101161.68750,,,,
2019-11-10 22:54:17 -02,14031,30.27000,64.59961,101161.35156,,,,
2019-11-10 22:54:38 -02,14032,30.27000,64.62305,101161.18750,,,,
2019-11-10 22:55:00 -02,14033,30.27000,64.59961,101164.23437,,,,
2019-11-10 22:55:21 -02,14034,30.26000,64.58691,101161.78125,,,,
2019-11-10 22:55:41 -02,14035,30.26000,64.57520,101163.73437,,,,
2019-11-10 22:56:02 -02,14036,30.26000,64.59863,101162.71875,,,,
2019-11-10 22:56:23 -02,14037,30.27000,64.55371,101162.28125,,,,
2019-11-10 22:56:44 -02,14038,30.29000,64.54492,101161.47656,,,,
2019-11-10 22:57:05 -02,14039,30.29000,64.52148,101159.94531,,,,
2019-11-10 22:57:25 -02,14040,30.29000,64.51172,101163.09375,,,,
2019-11-10 22:57:46 -02,14041,30.29000,64.48730,101160.45312,,,,
2019-11-10 22:58:07 -02,14042,30.29000,64.47559,101162.50000,,,,
2019-11-10 22:58:27 -02,14043,30.30000,64.45410,101161.64062,,,,
2019-11-10 22:58:48 -02,14044,30.31000,64.41895,101161.89062,,,,
2019-11-10 22:59:09 -02,14045,30.31000,64.41895,101163.76563,,,,
2019-11-10 22:59:30 -02,14046,30.30000,64.43066,101161.56250,,,,
2019-11-10 22:59:50 -02,14047,30.29000,64.41797,101163.85937,,,,
2019-11-10 23:00:11 -02,14048,30.27000,64.40527,101161.76562,,,,
2019-11-10 23:00:32 -02,14049,30.29000,64.40625,101160.53906,,,,
2019-11-10 23:00:52 -02,14050,30.29000,64.40625,101160.71094,,,,
2019-11-10 23:01:13 -02,14051,30.28000,64.41699,101163.38281,,,,
2019-11-10 23:01:34 -02,14052,30.28000,64.42773,101164.06250,,,,
2019-11-10 23:01:55 -02,14053,30.28000,64.39355,101161.09375,,,,
2019-11-10 23:02:15 -02,14054,30.27000,64.41504,101164.23437,,,,
2019-11-10 23:02:36 -02,14055,30.27000,64.48438,101165.09375,,,,
2019-11-10 23:02:57 -02,14056,30.27000,64.45117,101165.51563,,,,
2019-11-10 23:03:17 -02,14057,30.28000,64.43945,101162.02344,,,,
2019-11-10 23:03:38 -02,14058,30.28000,64.47461,101163.64062,,,,
2019-11-10 23:03:59 -02,14059,30.29000,64.41797,101165.12500,,,,
2019-11-10 23:04:19 -02,14060,30.28000,64.39355,101165.16406,,,,
2019-11-10 23:04:40 -02,14061,30.29000,64.39453,101166.57031,,,,
2019-11-10 23:05:01 -02,14062,30.28000,64.42773,101165.42187,,,,
2019-11-10 23:05:21 -02,14063,30.27000,64.42676,101165.25781,,,,
2019-11-10 23:05:42 -02,14064,30.26000,64.47070,101164.41406,,,,
2019-11-10 23:06:03 -02,14065,30.25000,64.43555,101164.78906,,,,
2019-11-10 23:06:24 -02,14066,30.24000,64.41113,101165.04687,,,,
2019-11-10 23:06:45 -02,14067,30.25000,64.41309,101169.76562,,,,
2019-11-10 23:07:05 -02,14068,30.25000,64.44727,101164.28125,,,,
2019-11-10 23:07:26 -02,14069,30.26000,64.40234,101166.96875,,,,
2019-11-10 23:07:47 -02,14070,30.26000,64.40234,101163.47656,,,,
2019-11-10 23:08:08 -02,14071,30.28000,64.37012,101164.65625,,,,
2019-11-10 23:08:28 -02,14072,30.26000,64.33301,101161.60937,,,,
2019-11-10 23:08:49 -02,14073,30.26000,64.35547,101159.39844,,,,
2019-11-10 23:09:10 -02,14074,30.25000,64.34375,101159.23437,,,,
2019-11-10 23:09:30 -02,14075,30.26000,64.32129,101158.29687,,,,
2019-11-10 23:09:51 -02,14076,30.27000,64.30176,101158.71094,,,,
2019-11-10 23:10:11 -02,14077,30.28000,64.33594,101162.19531,,,,
2019-11-10 23:10:32 -02,14078,30.27000,64.32324,101158.37500,,,,
2019-11-10 23:10:53 -02,14079,30.27000,64.35742,101158.79688,,,,
2019-11-10 23:11:13 -02,14080,30.28000,64.34766,101156.25000,,,,
2019-11-10 23:11:34 -02,14081,30.28000,64.32422,101156.50000,,,,
2019-11-10 23:11:55 -02,14082,30.28000,64.33594,101154.96875,,,,
2019-11-10 23:12:16 -02,14083,30.29000,64.32520,101154.42187,,,,
2019-11-10 23:12:36 -02,14084,30.28000,64.30176,101150.54688,,,,
2019-11-10 23:12:57 -02,14085,30.28000,64.31250,101153.43750,,,,
2019-11-10 23:13:18 -02,14086,30.27000,64.28809,101158.11719,,,,
2019-11-10 23:13:38 -02,14087,30.26000,64.34375,101154.21875,,,,
2019-11-10 23:13:59 -02,14088,30.26000,64.41309,101157.53125,,,,
2019-11-10 23:14:20 -02,14089,30.27000,64.36914,101155.91406,,,,
2019-11-10 23:14:41 -02,14090,30.26000,64.37793,101158.12500,,,,
2019-11-10 23:15:01 -02,14091,30.25000,64.41309,101154.42187,,,,
2019-11-10 23:15:22 -02,14092,30.24000,64.39941,101158.75781,,,,
2019-11-10 23:15:43 -02,14093,30.25000,64.37793,101160.62500,,,,
2019-11-10 23:16:03 -02,14094,30.25000,64.36621,101160.07812,,,,
2019-11-10 23:16:24 -02,14095,30.25000,64.36621,101159.85937,,,,
2019-11-10 23:16:45 -02,14096,30.24000,64.36426,101159.10156,,,,
2019-11-10 23:17:06 -02,14097,30.25000,64.33203,101159.60937,,,,
2019-11-10 23:17:26 -02,14098,30.25000,64.33203,101161.73438,,,,
2019-11-10 23:17:47 -02,14099,30.25000,64.34375,101163.51562,,,,
2019-11-10 23:18:08 -02,14100,30.26000,64.33301,101160.58594,,,,
2019-11-10 23:18:28 -02,14101,30.25000,64.35547,101162.75000,,,,
2019-11-10 23:18:49 -02,14102,30.24000,64.37695,101161.90625,,,,
2019-11-10 23:19:10 -02,14103,30.22000,64.37402,101164.29687,,,,
2019-11-10 23:19:30 -02,14104,30.23000,64.37402,101166.32812,,,,
2019-11-10 23:19:51 -02,14105,30.20000,64.39453,101164.07812,,,,
2019-11-10 23:20:12 -02,14106,30.21000,64.39453,101164.84375,,,,
2019-11-10 23:20:33 -02,14107,30.22000,64.38477,101165.01562,,,,
2019-11-10 23:20:53 -02,14108,30.21000,64.39453,101163.14063,,,,
2019-11-10 23:21:14 -02,14109,30.19000,64.44824,101167.23437,,,,
2019-11-10 23:21:35 -02,14110,30.21000,64.45215,101166.89062,,,,
2019-11-10 23:21:55 -02,14111,30.20000,64.46387,101162.54687,,,,
2019-11-10 23:22:16 -02,14112,30.22000,64.47656,101165.57031,,,,
2019-11-10 23:22:37 -02,14113,30.23000,64.41992,101162.34375,,,,
2019-11-10 23:22:58 -02,14114,30.22000,64.44238,101163.48438,,,,
2019-11-10 23:23:18 -02,14115,30.22000,64.45508,101168.03125,,,,
2019-11-10 23:23:39 -02,14116,30.23000,64.47754,101165.14062,,,,
2019-11-10 23:24:00 -02,14117,30.22000,64.52246,101164.89063,,,,
2019-11-10 23:24:20 -02,14118,30.22000,64.50098,101161.65625,,,,
2019-11-10 23:24:41 -02,14119,30.23000,64.59375,101163.53125,,,,
2019-11-10 23:25:02 -02,14120,30.24000,64.58398,101161.90625,,,,
2019-11-10 23:25:22 -02,14121,30.23000,64.52539,101160.81250,,,,
2019-11-10 23:25:44 -02,14122,30.23000,64.57031,101165.48437,,,,
2019-11-10 23:26:04 -02,14123,30.23000,64.55859,101163.95312,,,,
2019-11-10 23:26:25 -02,14124,30.23000,64.54687,101160.04687,,,,
2019-11-10 23:26:46 -02,14125,30.24000,64.51367,101166.92188,,,,
2019-11-10 23:27:07 -02,14126,30.22000,64.41992,101161.48437,,,,
2019-11-10 23:27:27 -02,14127,30.22000,64.47656,101165.35156,,,,
2019-11-10 23:27:48 -02,14128,30.18000,64.51758,101160.39062,,,,
2019-11-10 23:28:09 -02,14129,30.19000,64.50879,101166.46875,,,,
2019-11-10 23:28:29 -02,14130,30.20000,64.54297,101164.67969,,,,
2019-11-10 23:28:50 -02,14131,30.19000,64.55371,101163.32812,,,,
2019-11-10 23:29:11 -02,14132,30.20000,64.54297,101167.99219,,,,
2019-11-10 23:29:32 -02,14133,30.21000,64.53320,101166.71875,,,,
2019-11-10 23:29:52 -02,14134,30.20000,64.54297,101164.51562,,,,
2019-11-10 23:30:13 -02,14135,30.19000,64.54199,101164.93750,,,,
2019-11-10 23:30:34 -02,14136,30.20000,64.53223,101165.70312,,,,
2019-11-10 23:30:54 -02,14137,30.18000,64.50586,101166.59375,,,,
2019-11-10 23:31:15 -02,14138,30.17000,64.55078,101165.32031,,,,
2019-11-10 23:31:36 -02,14139,30.17000,64.52637,101165.40625,,,,
2019-11-10 23:31:56 -02,14140,30.17000,64.55176,101164.98437,,,,
2019-11-10 23:32:17 -02,14141,30.17000,64.53906,101163.36719,,,,
2019-11-10 23:32:38 -02,14142,30.17000,64.50488,101165.23438,,,,
2019-11-10 23:32:58 -02,14143,30.15000,64.57129,101162.78125,,,,
2019-11-10 23:33:19 -02,14144,30.19000,64.52051,101165.28125,,,,
2019-11-10 23:33:40 -02,14145,30.20000,64.50879,101163.65625,,,,
2019-11-10 23:34:00 -02,14146,30.18000,64.50586,101162.93750,,,,
2019-11-10 23:34:21 -02,14147,30.19000,64.53223,101165.44531,,,,
2019-11-10 23:34:42 -02,14148,30.20000,64.50977,101163.74219,,,,
2019-11-10 23:35:02 -02,14149,30.19000,64.48535,101160.51562,,,,
2019-11-10 23:35:23 -02,14150,30.20000,64.46387,101160.34375,,,,
2019-11-10 23:35:44 -02,14151,30.20000,64.46289,101156.18750,,,,
2019-11-10 23:36:05 -02,14152,30.20000,64.45117,101156.85937,,,,
2019-11-10 23:36:25 -02,14153,30.19000,64.44824,101156.35938,,,,
2019-11-10 23:36:46 -02,14154,30.18000,64.45996,101154.01562,,,,
2019-11-10 23:37:07 -02,14155,30.16000,64.50293,101151.89844,,,,
2019-11-10 23:37:27 -02,14156,30.18000,64.49414,101151.89062,,,,
2019-11-10 23:37:48 -02,14157,30.18000,64.50586,101150.61719,,,,
2019-11-10 23:38:09 -02,14158,30.17000,64.49219,101145.86719,,,,
2019-11-10 23:38:29 -02,14159,30.17000,64.48145,101146.54687,,,,
2019-11-10 23:38:50 -02,14160,30.16000,64.49023,101142.89062,,,,
2019-11-10 23:39:11 -02,14161,30.17000,64.48047,101145.01563,,,,
2019-11-10 23:39:31 -02,14162,30.17000,64.48047,101145.35937,,,,
2019-11-10 23:39:52 -02,14163,30.16000,64.50293,101145.01563,,,,
2019-11-10 23:40:13 -02,14164,30.16000,64.49023,101141.96875,,,,
2019-11-10 23:40:34 -02,14165,30.16000,64.46777,101141.36719,,,,
2019-11-10 23:40:54 -02,14166,30.16000,64.50195,101144.59375,,,,
2019-11-10 23:41:15 -02,14167,30.15000,64.55957,101144.12500,,,,
2019-11-10 23:41:36 -02,14168,30.19000,64.41602,101145.05469,,,,
2019-11-10 23:41:56 -02,14169,30.24000,64.49121,101145.34375,,,,
2019-11-10 23:42:17 -02,14170,30.25000,64.11328,101148.46875,,,,
2019-11-10 23:42:38 -02,14171,30.23000,64.24707,101144.75000,,,,
2019-11-10 23:42:59 -02,14172,30.25000,64.11328,101146.82812,,,,
2019-11-10 23:43:19 -02,14173,30.27000,64.02344,101148.68750,,,,
2019-11-10 23:43:40 -02,14174,30.29000,63.92187,101147.20312,,,,
2019-11-10 23:44:01 -02,14175,30.31000,63.83105,101149.48437,,,,
2019-11-10 23:44:21 -02,14176,30.32000,63.78711,101152.62500,,,,
2019-11-10 23:44:42 -02,14177,30.32000,63.97363,101146.81250,,,,
2019-11-10 23:45:03 -02,14178,30.34000,63.89551,101150.10937,,,,
2019-11-10 23:45:24 -02,14179,30.35000,63.85059,101151.21094,,,,
2019-11-10 23:45:44 -02,14180,30.33000,64.16895,101151.31250,,,,
2019-11-10 23:46:05 -02,14181,30.31000,64.17871,101153.14063,,,,
2019-11-10 23:46:26 -02,14182,30.28000,64.19727,101149.70313,,,,
2019-11-10 23:46:46 -02,14183,30.28000,64.17480,101150.71875,,,,
2019-11-10 23:47:07 -02,14184,30.30000,64.09570,101151.10156,,,,
2019-11-10 23:47:28 -02,14185,30.33000,64.08887,101156.49219,,,,
2019-11-10 23:47:48 -02,14186,30.35000,64.02344,101152.06250,,,,
2019-11-10 23:49:32 -02,14187,30.41000,63.89355,101152.50000,,,,
2019-11-10 23:51:53 -02,14188,30.49000,64.01953,101149.54687,,,,
2019-11-10 23:53:54 -02,14189,30.54000,63.93457,101145.32031,,,,
2019-11-10 23:56:03 -02,14190,30.56000,64.33008,101143.57812,,,,
2019-11-10 23:58:10 -02,14191,30.60000,67.46094,101139.94531,,,,
2019-11-11 00:00:17 -02,14192,30.61000,67.77344,101140.45312,,,,
2019-11-11 00:02:25 -02,14193,30.59000,67.12500,101142.58594,,,,
2019-11-11 00:04:31 -02,14194,30.60000,67.67871,101138.58594,,,,
2019-11-11 00:06:38 -02,14195,30.59000,67.28613,101135.35938,,,,
2019-11-11 00:17:41 -02,14196,30.59000,66.48926,101129.60937,,,,
2019-11-11 00:19:41 -02,14197,30.58000,66.36133,101125.53906,,,,
2019-11-11 00:21:45 -02,14198,30.56000,66.27930,101125.21094,,,,
2019-11-11 00:23:57 -02,14199,30.57000,66.11816,101126.73437,,,,
2019-11-11 00:26:07 -02,14200,30.56000,65.96777,101130.31250,,,,
2019-11-11 00:28:12 -02,14201,30.55000,66.26465,101130.26563,,,,
2019-11-11 00:30:19 -02,14202,30.55000,66.29980,101133.15625,,,,
2019-11-11 00:32:26 -02,14203,30.55000,66.28809,101135.45312,,,,
2019-11-11 00:34:35 -02,14204,30.52000,65.86914,101130.36719,,,,
2019-11-11 00:36:43 -02,14205,30.52000,66.16895,101125.90625,,,,
2019-11-11 00:38:50 -02,14206,30.50000,66.20117,101120.81250,,,,
2019-11-11 00:41:00 -02,14207,30.49000,66.19922,101119.71875,,,,
2019-11-11 00:43:05 -02,14208,30.48000,66.31348,101113.29687,,,,
2019-11-11 00:45:15 -02,14209,30.48000,66.32520,101118.64844,,,,
2019-11-11 00:47:20 -02,14210,30.47000,66.46191,101119.59375,,,,
2019-11-11 00:49:25 -02,14211,30.46000,66.40332,101117.04688,,,,
2019-11-11 00:51:32 -02,14212,30.46000,66.63379,101111.01563,,,,
2019-11-11 00:53:39 -02,14213,30.44000,66.74609,101108.25000,,,,
2019-11-11 00:55:45 -02,14214,30.44000,66.72168,101102.90625,,,,
2019-11-11 00:57:53 -02,14215,30.43000,66.55859,101099.67187,,,,
2019-11-11 01:00:01 -02,14216,30.43000,66.67383,101098.48437,,,,
2019-11-11 01:00:22 -02,14217,30.42000,66.80078,101098.06250,,,,
2019-11-11 01:00:42 -02,14218,30.42000,66.65137,101095.00000,,,,
2019-11-11 01:01:03 -02,14219,30.43000,66.75488,101096.70312,,,,
2019-11-11 01:01:24 -02,14220,30.42000,66.75488,101093.56250,,,,
2019-11-11 01:01:45 -02,14221,30.42000,66.70898,101093.56250,,,,
2019-11-11 01:02:05 -02,14222,30.42000,66.70703,101093.59375,,,,
2019-11-11 01:02:26 -02,14223,30.42000,66.68457,101094.96094,,,,
2019-11-11 01:02:47 -02,14224,30.42000,66.70703,101098.60937,,,,
2019-11-11 01:03:07 -02,14225,30.42000,66.74219,101097.76562,,,,
2019-11-11 01:03:28 -02,14226,30.42000,66.75391,101099.12500,,,,
2019-11-11 01:03:49 -02,14227,30.42000,66.74219,101095.29687,,,,
2019-11-11 01:04:09 -02,14228,30.42000,66.77637,101100.06250,,,,
2019-11-11 01:04:30 -02,14229,30.42000,66.82324,101098.53125,,,,
2019-11-11 01:04:51 -02,14230,30.42000,66.74219,101095.81250,,,,
2019-11-11 01:05:12 -02,14231,30.41000,66.74023,101097.51563,,,,
2019-11-11 01:05:32 -02,14232,30.40000,66.77441,101096.38281,,,,
2019-11-11 01:05:53 -02,14233,30.40000,66.70508,101098.10937,,,,
2019-11-11 01:06:14 -02,14234,30.40000,66.77441,101097.57812,,,,
2019-11-11 01:06:34 -02,14235,30.40000,66.87793,101096.40625,,,,
2019-11-11 01:06:55 -02,14236,30.40000,67.02734,101094.68750,,,,
2019-11-11 01:07:16 -02,14237,30.40000,66.85449,101091.87500,,,,
2019-11-11 01:07:37 -02,14238,30.39000,66.90039,101094.09375,,,,
2019-11-11 01:07:57 -02,14239,30.39000,66.87793,101097.57812,,,,
2019-11-11 01:08:18 -02,14240,30.39000,66.95703,101095.03125,,,,
2019-11-11 01:08:39 -02,14241,30.39000,66.87598,101096.98437,,,,
2019-11-11 01:08:59 -02,14242,30.39000,66.93262,101092.76563,,,,
2019-11-11 01:09:20 -02,14243,30.39000,66.97852,101095.82812,,,,
2019-11-11 01:09:41 -02,14244,30.39000,67.05078,101095.20312,,,,
2019-11-11 01:10:01 -02,14245,30.39000,66.93262,101095.82812,,,,
2019-11-11 01:10:22 -02,14246,30.38000,66.95605,101096.51562,,,,
2019-11-11 01:10:43 -02,14247,30.39000,66.98047,101098.93750,,,,
2019-11-11 01:11:03 -02,14248,30.39000,66.94434,101098.54687,,,,
2019-11-11 01:11:24 -02,14249,30.39000,66.97852,101096.34375,,,,
2019-11-11 01:11:45 -02,14250,30.38000,67.04785,101096.42187,,,,
2019-11-11 01:12:05 -02,14251,30.38000,67.03516,101095.75000,,,,
2019-11-11 01:12:26 -02,14252,30.39000,67.00195,101095.32031,,,,
2019-11-11 01:12:47 -02,14253,30.38000,67.01367,101098.46875,,,,
2019-11-11 01:13:08 -02,14254,30.38000,66.99023,101097.27344,,,,
2019-11-11 01:13:28 -02,14255,30.39000,66.92090,101096.17187,,,,
2019-11-11 01:13:49 -02,14256,30.39000,67.03613,101094.98437,,,,
2019-11-11 01:14:10 -02,14257,30.38000,66.99023,101096.34375,,,,
2019-11-11 01:14:30 -02,14258,30.38000,66.99023,101096.59375,,,,
2019-11-11 01:14:51 -02,14259,30.38000,66.96680,101096.85156,,,,
2019-11-11 01:15:12 -02,14260,30.37000,66.93164,101098.46875,,,,
2019-11-11 01:15:32 -02,14261,30.38000,67.03516,101094.81250,,,,
2019-11-11 01:15:53 -02,14262,30.38000,67.17480,101093.96875,,,,
2019-11-11 01:16:14 -02,14263,30.38000,67.23242,101096.34375,,,,
2019-11-11 01:16:34 -02,14264,30.38000,67.11621,101094.47656,,,,
2019-11-11 01:16:55 -02,14265,30.38000,67.10547,101097.35937,,,,
2019-11-11 01:17:16 -02,14266,30.38000,67.05957,101096.85156,,,,
2019-11-11 01:17:36 -02,14267,30.37000,66.98926,101094.39062,,,,
2019-11-11 01:17:57 -02,14268,30.37000,67.17285,101094.39062,,,,
2019-11-11 01:18:18 -02,14269,30.37000,67.23047,101092.35937,,,,
2019-11-11 01:18:39 -02,14270,30.37000,67.23047,101092.60937,,,,
2019-11-11 01:19:00 -02,14271,30.37000,67.18359,101088.19531,,,,
2019-11-11 01:19:20 -02,14272,30.37000,67.19531,101085.81250,,,,
2019-11-11 01:19:41 -02,14273,30.37000,67.23047,101087.93750,,,,
2019-11-11 01:20:02 -02,14274,30.37000,67.34570,101084.10937,,,,
2019-11-11 01:20:23 -02,14275,30.37000,67.26563,101087.08594,,,,
2019-11-11 01:20:43 -02,14276,30.37000,67.20801,101087.93750,,,,
2019-11-11 01:21:04 -02,14277,30.37000,67.20801,101087.93750,,,,
2019-11-11 01:21:25 -02,14278,30.36000,67.33301,101086.57812,,,,
2019-11-11 01:21:45 -02,14279,30.37000,67.20703,101084.28125,,,,
2019-11-11 01:22:06 -02,14280,30.37000,67.29883,101082.25000,,,,
2019-11-11 01:22:27 -02,14281,30.36000,67.19531,101082.42187,,,,
2019-11-11 01:22:48 -02,14282,30.36000,67.32227,101082.58594,,,,
2019-11-11 01:23:08 -02,14283,30.36000,67.13574,101079.44531,,,,
2019-11-11 01:23:29 -02,14284,30.36000,67.09180,101079.70312,,,,
2019-11-11 01:23:50 -02,14285,30.36000,67.26367,101076.81250,,,,
2019-11-11 01:24:11 -02,14286,30.36000,67.20508,101079.78125,,,,
2019-11-11 01:24:31 -02,14287,30.36000,67.28613,101080.64062,,,,
2019-11-11 01:24:52 -02,14288,30.36000,67.34375,101078.34375,,,,
2019-11-11 01:25:13 -02,14289,30.35000,67.20508,101075.06250,,,,
2019-11-11 01:25:34 -02,14290,30.36000,67.32031,101077.32031,,,,
2019-11-11 01:25:54 -02,14291,30.36000,67.25098,101074.26562,,,,
2019-11-11 01:26:15 -02,14292,30.36000,67.23926,101079.27344,,,,
2019-11-11 01:26:35 -02,14293,30.35000,67.30859,101073.45313,,,,
2019-11-11 01:26:56 -02,14294,30.36000,67.30859,101071.96875,,,,
2019-11-11 01:27:17 -02,14295,30.35000,67.43555,101075.40625,,,,
2019-11-11 01:27:38 -02,14296,30.35000,67.36621,101071.65625,,,,
2019-11-11 01:27:58 -02,14297,30.35000,67.21582,101067.67187,,,,
2019-11-11 01:28:19 -02,14298,30.35000,67.37793,101068.78125,,,,
2019-11-11 01:28:40 -02,14299,30.35000,67.29785,101072.00000,,,,
2019-11-11 01:29:00 -02,14300,30.35000,67.54980,101068.18750,,,,
2019-11-11 01:29:21 -02,14301,30.35000,67.44727,101072.85937,,,,
2019-11-11 01:29:42 -02,14302,30.34000,67.41113,101072.35156,,,,
2019-11-11 01:30:02 -02,14303,30.35000,67.34180,101078.04687,,,,
2019-11-11 01:30:23 -02,14304,30.34000,67.46875,101071.50000,,,,
2019-11-11 01:30:44 -02,14305,30.35000,67.37695,101070.73438,,,,
2019-11-11 01:31:04 -02,14306,30.35000,67.34180,101075.49219,,,,
2019-11-11 01:31:25 -02,14307,30.34000,67.35352,101071.92969,,,,
2019-11-11 01:31:46 -02,14308,30.35000,67.40137,101073.36719,,,,
2019-11-11 01:32:06 -02,14309,30.34000,67.29590,101076.34375,,,,
2019-11-11 01:32:27 -02,14310,30.34000,67.39844,101077.62500,,,,
2019-11-11 01:32:48 -02,14311,30.34000,67.23730,101077.71094,,,,
2019-11-11 01:33:08 -02,14312,30.34000,67.31738,101077.71094,,,,
2019-11-11 01:33:29 -02,14313,30.34000,67.29492,101080.00000,,,,
2019-11-11 01:33:50 -02,14314,30.34000,67.34180,101080.25000,,,,
2019-11-11 01:34:10 -02,14315,30.34000,67.36328,101085.27344,,,,
2019-11-11 01:34:31 -02,14316,30.34000,67.37695,101083.65625,,,,
2019-11-11 01:34:52 -02,14317,30.34000,67.43457,101086.89063,,,,
2019-11-11 01:35:12 -02,14318,30.34000,67.47852,101085.27344,,,,
2019-11-11 01:35:33 -02,14319,30.33000,67.50098,101084.42187,,,,
2019-11-11 01:35:54 -02,14320,30.33000,67.43164,101084.25000,,,,
2019-11-11 01:36:15 -02,14321,30.33000,67.41992,101087.73438,,,,
2019-11-11 01:36:35 -02,14322,30.34000,67.50195,101087.90625,,,,
2019-11-11 01:36:56 -02,14323,30.34000,67.71094,101090.19531,,,,
2019-11-11 01:37:17 -02,14324,30.34000,67.60547,101087.98437,,,,
2019-11-11 01:37:37 -02,14325,30.34000,67.62891,101090.20312,,,,
2019-11-11 01:37:58 -02,14326,30.34000,67.77832,101087.22656,,,,
2019-11-11 01:38:19 -02,14327,30.34000,67.65332,101091.04687,,,,
2019-11-11 01:38:39 -02,14328,30.33000,67.62793,101094.62500,,,,
2019-11-11 01:39:00 -02,14329,30.34000,67.53711,101092.92187,,,,
2019-11-11 01:39:21 -02,14330,30.34000,67.57129,101093.93750,,,,
2019-11-11 01:39:42 -02,14331,30.34000,67.61816,101094.35937,,,,
2019-11-11 01:40:02 -02,14332,30.34000,67.60547,101091.64063,,,,
2019-11-11 01:40:23 -02,14333,30.34000,67.47852,101095.72656,,,,
2019-11-11 01:40:44 -02,14334,30.34000,67.45605,101094.78906,,,,
2019-11-11 01:41:04 -02,14335,30.34000,67.49023,101094.10937,,,,
2019-11-11 01:41:25 -02,14336,30.34000,67.51367,101093.68750,,,,
2019-11-11 01:41:45 -02,14337,30.34000,67.46777,101093.43750,,,,
2019-11-11 01:42:06 -02,14338,30.34000,67.46777,101092.83594,,,,
2019-11-11 01:42:27 -02,14339,30.33000,67.46582,101095.21875,,,,
2019-11-11 01:42:48 -02,14340,30.33000,67.43164,101092.58594,,,,
2019-11-11 01:43:08 -02,14341,30.33000,67.40820,101091.14062,,,,
2019-11-11 01:43:29 -02,14342,30.33000,67.46582,101090.96875,,,,
2019-11-11 01:43:50 -02,14343,30.33000,67.48926,101088.25000,,,,
2019-11-11 01:44:10 -02,14344,30.33000,67.63867,101089.35937,,,,
2019-11-11 01:44:31 -02,14345,30.33000,67.46582,101089.27344,,,,
2019-11-11 01:44:52 -02,14346,30.33000,67.41992,101085.87500,,,,
2019-11-11 01:45:12 -02,14347,30.32000,67.38574,101085.45312,,,,
2019-11-11 01:45:33 -02,14348,30.32000,67.40820,101086.72656,,,,
2019-11-11 01:45:54 -02,14349,30.33000,67.44336,101083.75000,,,,
2019-11-11 01:46:15 -02,14350,30.33000,67.46582,101085.70313,,,,
2019-11-11 01:46:35 -02,14351,30.33000,67.53516,101085.61719,,,,
2019-11-11 01:46:56 -02,14352,30.32000,67.50098,101082.04687,,,,
2019-11-11 01:47:17 -02,14353,30.33000,67.46582,101082.29687,,,,
2019-11-11 01:47:37 -02,14354,30.33000,67.54687,101083.32813,,,,
2019-11-11 01:47:59 -02,14355,30.33000,67.59277,101082.30469,,,,
2019-11-11 01:48:19 -02,14356,30.33000,67.55859,101081.87500,,,,
2019-11-11 01:48:40 -02,14357,30.32000,67.60449,101084.51563,,,,
2019-11-11 01:49:01 -02,14358,30.32000,67.58105,101079.75781,,,,
2019-11-11 01:49:21 -02,14359,30.32000,67.64941,101081.75000,,,,
2019-11-11 01:49:42 -02,14360,30.32000,67.65039,101081.71094,,,,
2019-11-11 01:50:03 -02,14361,30.32000,67.68457,101080.10156,,,,
2019-11-11 01:50:24 -02,14362,30.32000,67.63770,101082.25781,,,,
2019-11-11 01:50:44 -02,14363,30.32000,67.61621,101081.45312,,,,
2019-11-11 01:51:05 -02,14364,30.32000,67.68457,101084.00781,,,,
2019-11-11 01:51:26 -02,14365,30.32000,67.61426,101082.08594,,,,
2019-11-11 01:51:46 -02,14366,30.32000,67.58008,101081.06250,,,,
2019-11-11 01:52:07 -02,14367,30.32000,67.53418,101081.57813,,,,
2019-11-11 01:52:28 -02,14368,30.32000,67.55664,101081.06250,,,,
